T,$\sigma$,V
600.0,960.0,-458528919392.5276
600.0,975.0,-452273504557.9806
600.0,990.0,-446037920097.83435
615.0,0.0,-851219979976.0181
615.0,15.0,-851100348990.2646
615.0,30.0,-850742018583.1317
615.0,45.0,-850146417457.649
615.0,60.0,-849315600055.4767
615.0,75.0,-848252126858.0474
615.0,90.0,-846958982949.7638
615.0,105.0,-845439516007.536
615.0,120.0,-843697386299.3848
615.0,135.0,-841736524914.8721
615.0,150.0,-839561098018.9609
615.0,165.0,-837175475731.613
615.0,180.0,-834584204676.2179
615.0,195.0,-831791983524.4926
615.0,210.0,-828803641043.9668
615.0,225.0,-825624116262.8676
615.0,240.0,-822258440468.3057
615.0,255.0,-818711720796.4979
615.0,270.0,-814989125231.8829
615.0,285.0,-811095868858.7351
615.0,300.0,-807037201234.1544
615.0,315.0,-802818394777.2421
615.0,330.0,-798444734079.1067
615.0,345.0,-793921506054.4567
615.0,360.0,-789253990865.264
615.0,375.0,-784447453557.7454
615.0,390.0,-779507136351.8334
615.0,405.0,-774438251545.691
615.0,420.0,-769245974983.2096
615.0,435.0,-763935440051.5446
615.0,450.0,-758511732169.3221
615.0,465.0,-752979883737.454
615.0,480.0,-747344869521.5648
615.0,495.0,-741611602438.4536
615.0,510.0,-735784929722.5359
615.0,525.0,-729869629449.8961
615.0,540.0,-723870407398.676
615.0,555.0,-717791894223.2625
615.0,570.0,-711638642927.3536
615.0,585.0,-705415126616.1029
615.0,600.0,-699125736511.2131
615.0,615.0,-692774780214.0558
615.0,630.0,-686366480202.9742
615.0,645.0,-679904972548.6934
615.0,660.0,-673394305836.5084
615.0,675.0,-666838440283.532
615.0,690.0,-660241247037.0234
615.0,705.0,-653606507645.9225
615.0,720.0,-646937913690.5023
615.0,735.0,-640239066565.3965
615.0,750.0,-633513477402.0511
615.0,765.0,-626764567124.7007
615.0,780.0,-619995666628.7375
615.0,795.0,-613210017074.4054
615.0,810.0,-606410770288.8685
615.0,825.0,-599600989267.7365
615.0,840.0,-592783648769.4233
615.0,855.0,-585961635994.5106
615.0,870.0,-579137751348.3958
615.0,885.0,-572314709272.6047
615.0,900.0,-565495139147.9171
615.0,915.0,-558681586257.4089
615.0,930.0,-551876512808.0524
615.0,945.0,-545082299001.4526
615.0,960.0,-538301244155.951
615.0,975.0,-531535567867.95123
615.0,990.0,-524787411212.0809
630.0,0.0,-958537611636.3494
630.0,15.0,-958412071262.95
630.0,30.0,-958036016029.5599
630.0,45.0,-957410884644.5568
630.0,60.0,-956538748208.7102
630.0,75.0,-955422190494.4062
630.0,90.0,-954064226475.9102
630.0,105.0,-952468240277.4393
630.0,120.0,-950637935120.3663
630.0,135.0,-948577291495.1906
630.0,150.0,-946290531347.9492
630.0,165.0,-943782086881.121
630.0,180.0,-941056573018.5292
630.0,195.0,-938118762859.0542
630.0,210.0,-934973565619.2557
630.0,225.0,-931626006693.675
630.0,240.0,-928081209535.8496
630.0,255.0,-924344379127.0801
630.0,270.0,-920420786845.7421
630.0,285.0,-916315756583.0453
630.0,300.0,-912034651976.7861
630.0,315.0,-907582864652.7777
630.0,330.0,-902965803381.9604
630.0,345.0,-898188884076.5215
630.0,360.0,-893257520551.6688
630.0,375.0,-888177115997.3425
630.0,390.0,-882953055099.4205
630.0,405.0,-877590696770.9391
630.0,420.0,-872095367445.1256
630.0,435.0,-866472354894.8647
630.0,450.0,-860726902541.6827
630.0,465.0,-854864204224.983
630.0,480.0,-848889399400.3354
630.0,495.0,-842807568743.8285
630.0,510.0,-836623730132.4391
630.0,525.0,-830342834985.0985
630.0,540.0,-823969764936.5536
630.0,555.0,-817509328827.1884
630.0,570.0,-810966259994.2443
630.0,585.0,-804345213839.6042
630.0,600.0,-797650765664.0364
630.0,615.0,-790887408751.3856
630.0,630.0,-784059552686.3033
630.0,645.0,-777171521895.7762
630.0,660.0,-770227554397.0122
630.0,675.0,-763231800744.6447
630.0,690.0,-756188323160.4188
630.0,705.0,-749101094840.4305
630.0,720.0,-741973999422.8788
630.0,735.0,-734810830613.3021
630.0,750.0,-727615291951.9379
630.0,765.0,-720390996719.1421
630.0,780.0,-713141467965.4873
630.0,795.0,-705870138664.577
630.0,810.0,-698580351973.1268
630.0,825.0,-691275361599.7725
630.0,840.0,-683958332267.2743
630.0,855.0,-676632340266.2516
630.0,870.0,-669300374095.0525
630.0,885.0,-661965335172.9142
630.0,900.0,-654630038631.2699
630.0,915.0,-647297214166.5742
630.0,930.0,-639969506956.8969
630.0,945.0,-632649478634.6805
630.0,960.0,-625339608311.388
630.0,975.0,-618042293646.9711
630.0,990.0,-610759851967.3097
645.0,0.0,-1074162381797.4197
645.0,15.0,-1074030789628.561
645.0,30.0,-1073636582265.7394
645.0,45.0,-1072981208188.3494
645.0,60.0,-1072066754765.6517
645.0,75.0,-1070895828515.9529
645.0,90.0,-1069471473606.7699
645.0,105.0,-1067797109762.6951
645.0,120.0,-1065876482168.2148
645.0,135.0,-1063713619582.1001
645.0,150.0,-1061312798461.1378
645.0,165.0,-1058678511689.4703
645.0,180.0,-1055815440964.8262
645.0,195.0,-1052728432163.7766
645.0,210.0,-1049422473192.7488
645.0,225.0,-1045902673946.1803
645.0,240.0,-1042174248079.372
645.0,255.0,-1038242496361.5946
645.0,270.0,-1034112791427.8911
645.0,285.0,-1029790563764.8744
645.0,300.0,-1025281288814.6226
645.0,315.0,-1020590475075.9701
645.0,330.0,-1015723653120.9242
645.0,345.0,-1010686365442.823
645.0,360.0,-1005484157066.852
645.0,375.0,-1000122566864.9153
645.0,390.0,-994607119518.4973
645.0,405.0,-988943318088.5887
645.0,420.0,-983136637140.7769
645.0,435.0,-977192516398.7491
645.0,450.0,-971116354882.4355
645.0,465.0,-964913505504.5743
645.0,480.0,-958589270097.3926
645.0,495.0,-952148894840.0441
645.0,510.0,-945597566064.9742
645.0,525.0,-938940406422.1746
645.0,540.0,-932182471377.0157
645.0,555.0,-925328746024.2977
645.0,570.0,-918384142203.3176
645.0,585.0,-911353495890.0449
645.0,600.0,-904241564859.2578
645.0,615.0,-897053026594.0316
645.0,630.0,-889792476433.4331
645.0,645.0,-882464425943.4242
645.0,660.0,-875073301499.3232
645.0,675.0,-867623443064.966
645.0,690.0,-860119103162.3588
645.0,705.0,-852564446016.2775
645.0,720.0,-844963546866.6576
645.0,735.0,-837320391438.503
645.0,750.0,-829638875557.7456
645.0,765.0,-821922804908.778
645.0,780.0,-814175894921.3744
645.0,795.0,-806401770780.1523
645.0,810.0,-798603967549.7416
645.0,825.0,-790785930407.4799
645.0,840.0,-782951014977.7977
645.0,855.0,-775102487760.4509
645.0,870.0,-767243526645.5002
645.0,885.0,-759377221513.0533
645.0,900.0,-751506574906.628
645.0,915.0,-743634502778.0779
645.0,930.0,-735763835300.3197
645.0,945.0,-727897317735.4365
645.0,960.0,-720037611363.408
645.0,975.0,-712187294459.8517
645.0,990.0,-704348863321.249
660.0,0.0,-1198496563332.279
660.0,15.0,-1198358776959.461
660.0,30.0,-1197945990169.7395
660.0,45.0,-1197259660986.5535
660.0,60.0,-1196301892675.996
660.0,75.0,-1195075313982.1548
660.0,90.0,-1193582997599.828
660.0,105.0,-1191828398048.308
660.0,120.0,-1189815301526.8042
660.0,135.0,-1187547783980.2246
660.0,150.0,-1185030175161.3752
660.0,165.0,-1182267027295.858
660.0,180.0,-1179263087391.9634
660.0,195.0,-1176023272526.4387
660.0,210.0,-1172552647607.8174
660.0,225.0,-1168856405238.275
660.0,240.0,-1164939847386.5488
660.0,255.0,-1160808368635.1294
660.0,270.0,-1156467440815.0469
660.0,285.0,-1151922598877.9163
660.0,300.0,-1147179427870.983
660.0,315.0,-1142243550912.2473
660.0,330.0,-1137120618071.0564
660.0,345.0,-1131816296079.2253
660.0,360.0,-1126336258797.1655
660.0,375.0,-1120686178382.7903
660.0,390.0,-1114871717105.525
660.0,405.0,-1108898519759.5972
660.0,420.0,-1102772206636.8792
660.0,435.0,-1096498367018.2876
660.0,450.0,-1090082553152.2506
660.0,465.0,-1083530274688.6362
660.0,480.0,-1076846993539.5211
660.0,495.0,-1070038119140.8497
660.0,510.0,-1063109004092.7366
660.0,525.0,-1056064940155.5807
660.0,540.0,-1048911154578.9742
660.0,555.0,-1041652806748.0658
660.0,570.0,-1034294985131.4106
660.0,585.0,-1026842704503.8992
660.0,600.0,-1019300903443.4304
660.0,615.0,-1011674442073.5985
660.0,630.0,-1003968100046.1741
660.0,645.0,-996186574750.9165
660.0,660.0,-988334479732.6984
660.0,675.0,-980416343314.0034
660.0,690.0,-972436607405.8217
660.0,705.0,-964399626496.3536
660.0,720.0,-956309666810.7836
660.0,735.0,-948170905630.256
660.0,750.0,-939987430760.9642
660.0,765.0,-931763240147.1653
660.0,780.0,-923502241614.2505
660.0,795.0,-915208252742.1471
660.0,810.0,-906885000854.0094
660.0,825.0,-898536123118.1428
660.0,840.0,-890165166751.934
660.0,855.0,-881775589327.7681
660.0,870.0,-873370759165.7197
660.0,885.0,-864953955814.8784
660.0,900.0,-856528370614.3843
660.0,915.0,-848097107328.9442
660.0,930.0,-839663182852.2837
660.0,945.0,-831229527976.4836
660.0,960.0,-822798988220.7024
660.0,975.0,-814374324714.1708
660.0,990.0,-805958215131.4563
675.0,0.0,-1331952557785.3074
675.0,15.0,-1331808434801.687
675.0,30.0,-1331376641290.5254
675.0,45.0,-1330658644606.5818
675.0,60.0,-1329656563556.1367
675.0,75.0,-1328373048611.8274
675.0,90.0,-1326811200361.3003
675.0,105.0,-1324974507344.7893
675.0,120.0,-1322866795872.2568
675.0,135.0,-1320492188037.9631
675.0,150.0,-1317855065729.3374
675.0,165.0,-1314960039228.403
675.0,180.0,-1311811919453.8484
675.0,195.0,-1308415693169.145
675.0,210.0,-1304776500664.2576
675.0,225.0,-1300899615528.7336
675.0,240.0,-1296790426231.0188
675.0,255.0,-1292454419263.1116
675.0,270.0,-1287897163671.3655
675.0,285.0,-1283124296814.3325
675.0,300.0,-1278141511224.208
675.0,315.0,-1272954542457.2715
675.0,330.0,-1267569157851.5637
675.0,345.0,-1261991146103.8271
675.0,360.0,-1256226307604.735
675.0,375.0,-1250280445467.0286
675.0,390.0,-1244159357198.6123
675.0,405.0,-1237868826971.5466
675.0,420.0,-1231414618446.3494
675.0,435.0,-1224802468112.823
675.0,450.0,-1218038079116.6863
675.0,465.0,-1211127115537.4985
675.0,480.0,-1204075197094.9478
675.0,495.0,-1196887894251.067
675.0,510.0,-1189570723692.6729
675.0,525.0,-1182129144166.3926
675.0,540.0,-1174568552647.9883
675.0,555.0,-1166894280830.084
675.0,570.0,-1159111591903.6296
675.0,585.0,-1151225677627.2744
675.0,600.0,-1143241655658.5154
675.0,615.0,-1135164567139.343
675.0,630.0,-1126999374520.801
675.0,645.0,-1118750959613.2405
675.0,660.0,-1110424121849.562
675.0,675.0,-1102023576752.3743
675.0,690.0,-1093553954592.1101
675.0,705.0,-1085019799224.8376
675.0,720.0,-1076425567105.1908
675.0,735.0,-1067775626455.967
675.0,750.0,-1059074256596.6567
675.0,765.0,-1050325647411.2983
675.0,780.0,-1041533898956.9773
675.0,795.0,-1032703021198.5333
675.0,810.0,-1023836933865.806
675.0,825.0,-1014939466424.8628
675.0,840.0,-1006014358156.8104
675.0,855.0,-997065258338.1055
675.0,870.0,-988095726515.039
675.0,885.0,-979109232867.453
675.0,900.0,-970109158657.1548
675.0,915.0,-961098796752.3253
675.0,930.0,-952081352225.4061
675.0,945.0,-943059943020.7441
675.0,960.0,-934037600682.3694
675.0,975.0,-925017271142.5511
675.0,990.0,-916001815564.0524
690.0,0.0,-1474952895374.5264
690.0,15.0,-1474802293372.353
690.0,30.0,-1474351065849.3188
690.0,45.0,-1473600689287.354
690.0,60.0,-1472553297690.1743
690.0,75.0,-1471211562785.6895
690.0,90.0,-1469578612445.073
690.0,105.0,-1467657968491.963
690.0,120.0,-1465453496479.0632
690.0,135.0,-1462969363658.9426
690.0,150.0,-1460210002940.5771
690.0,165.0,-1457180081431.84
690.0,180.0,-1453884472617.0146
690.0,195.0,-1450328231494.4255
690.0,210.0,-1446516572179.683
690.0,225.0,-1442454847597.1992
690.0,240.0,-1438148530968.9246
690.0,255.0,-1433603198865.7893
690.0,270.0,-1428824515638.2087
690.0,285.0,-1423818219069.5525
690.0,300.0,-1418590107126.0774
690.0,315.0,-1413146025696.0684
690.0,330.0,-1407491857225.947
690.0,345.0,-1401633510176.0012
690.0,360.0,-1395576909226.4849
690.0,375.0,-1389327986178.571
690.0,390.0,-1382892671490.187
690.0,405.0,-1376276886410.4644
690.0,420.0,-1369486535662.522
690.0,435.0,-1362527500642.9858
690.0,450.0,-1355405633103.022
690.0,465.0,-1348126749281.1785
690.0,480.0,-1340696624457.6323
690.0,495.0,-1333120987910.5896
690.0,510.0,-1325405518244.075
690.0,525.0,-1317555839072.1067
690.0,540.0,-1309577515035.7246
690.0,555.0,-1301476048135.449
690.0,570.0,-1293256874360.3657
690.0,585.0,-1284925360602.5415
690.0,600.0,-1276486801836.2585
690.0,615.0,-1267946418548.969
690.0,630.0,-1259309354414.9492
690.0,645.0,-1250580674192.8013
690.0,660.0,-1241765361839.6763
690.0,675.0,-1232868318827.15
690.0,690.0,-1223894362653.803
690.0,705.0,-1214848225537.1113
690.0,720.0,-1205734553279.3826
690.0,735.0,-1196557904299.3125
690.0,750.0,-1187322748816.4602
690.0,765.0,-1178033468184.395
690.0,780.0,-1168694354360.8975
690.0,795.0,-1159309609514.0815
690.0,810.0,-1149883345743.5374
690.0,825.0,-1140419584929.0593
690.0,840.0,-1130922258682.8865
690.0,855.0,-1121395208407.4192
690.0,870.0,-1111842185452.356
690.0,885.0,-1102266851363.261
690.0,900.0,-1092672778214.1936
690.0,915.0,-1083063449026.9946
690.0,930.0,-1073442258261.1206
690.0,945.0,-1063812512377.883
690.0,960.0,-1054177430469.5833
690.0,975.0,-1044540144951.9495
690.0,990.0,-1034903702313.5562
705.0,0.0,-1627930234991.8503
705.0,15.0,-1627773011564.562
705.0,30.0,-1627301922743.3008
705.0,45.0,-1626518453940.4023
705.0,60.0,-1625424754033.1792
705.0,75.0,-1624023515548.354
705.0,90.0,-1622317893058.844
705.0,105.0,-1620311440964.021
705.0,120.0,-1618008063229.2224
705.0,135.0,-1615411971314.957
705.0,150.0,-1612527648083.2776
705.0,165.0,-1609359816288.793
705.0,180.0,-1605913410690.492
705.0,195.0,-1602193553127.3755
705.0,210.0,-1598205530046.068
705.0,225.0,-1593954772115.8162
705.0,240.0,-1589446835631.6018
705.0,255.0,-1584687385480.613
705.0,270.0,-1579682179474.3977
705.0,285.0,-1574437053907.292
705.0,300.0,-1568957910201.3105
705.0,315.0,-1563250702537.176
705.0,330.0,-1557321426379.3254
705.0,345.0,-1551176107814.7915
705.0,360.0,-1544820793640.8518
705.0,375.0,-1538261542140.7476
705.0,390.0,-1531504414494.296
705.0,405.0,-1524555466782.9243
705.0,420.0,-1517420742538.3582
705.0,435.0,-1510106265809.0488
705.0,450.0,-1502618034702.7769
705.0,465.0,-1494962015380.044
705.0,480.0,-1487144136467.8228
705.0,495.0,-1479170283872.7551
705.0,510.0,-1471046295965.184
705.0,525.0,-1462777959117.8188
705.0,540.0,-1454371003576.405
705.0,555.0,-1445831099645.5354
705.0,570.0,-1437163854172.5435
705.0,585.0,-1428374807312.3096
705.0,600.0,-1419469429560.0093
705.0,615.0,-1410453119035.9897
705.0,630.0,-1401331199011.6572
705.0,645.0,-1392108915661.9727
705.0,660.0,-1382791436034.895
705.0,675.0,-1373383846223.896
705.0,690.0,-1363891149735.44
705.0,705.0,-1354318266042.2998
705.0,720.0,-1344670029308.1182
705.0,735.0,-1334951187281.728
705.0,750.0,-1325166400344.7764
705.0,765.0,-1315320240710.9875
705.0,780.0,-1305417191765.753
705.0,795.0,-1295461647537.632
705.0,810.0,-1285457912299.6992
705.0,825.0,-1275410200285.723
705.0,840.0,-1265322635523.672
705.0,855.0,-1255199251773.293
705.0,870.0,-1245043992566.0989
705.0,885.0,-1234860711338.6208
705.0,900.0,-1224653171655.4858
705.0,915.0,-1214425047517.9001
705.0,930.0,-1204179923749.3672
705.0,945.0,-1193921296457.4368
705.0,960.0,-1183652573563.1392
705.0,975.0,-1173377075397.4836
705.0,990.0,-1163098035355.8254
720.0,0.0,-1791327364203.9395
720.0,15.0,-1791163376944.518
720.0,30.0,-1790671999541.9277
720.0,45.0,-1789854726150.8672
720.0,60.0,-1788713720210.1697
720.0,75.0,-1787251694608.4685
720.0,90.0,-1785471830064.226
720.0,105.0,-1783377712873.101
720.0,120.0,-1780973284616.784
720.0,135.0,-1778262800051.7017
720.0,150.0,-1775250790970.9592
720.0,165.0,-1771942034639.2764
720.0,180.0,-1768341525854.2476
720.0,195.0,-1764454451953.225
720.0,210.0,-1760286170277.551
720.0,225.0,-1755842187710.5854
720.0,240.0,-1751128142004.196
720.0,255.0,-1746149784660.496
720.0,270.0,-1740912965177.291
720.0,285.0,-1735423616511.143
720.0,300.0,-1729687741626.387
720.0,315.0,-1723711401024.9692
720.0,330.0,-1717500701164.224
720.0,345.0,-1711061783687.1807
720.0,360.0,-1704400815396.4624
720.0,375.0,-1697523978913.8032
720.0,390.0,-1690437463971.9692
720.0,405.0,-1683147459293.4995
720.0,420.0,-1675660145018.158
720.0,435.0,-1667981685638.0903
720.0,450.0,-1660118223412.104
720.0,465.0,-1652075872225.2478
720.0,480.0,-1643860711870.4988
720.0,495.0,-1635478782721.8054
720.0,510.0,-1626936080786.321
720.0,525.0,-1618238553100.3438
720.0,540.0,-1609392093461.8455
720.0,555.0,-1600402538477.9138
720.0,570.0,-1591275663905.3958
720.0,585.0,-1582017181275.5981
720.0,600.0,-1572632734786.5454
720.0,615.0,-1563127898446.8928
720.0,630.0,-1553508173459.7812
720.0,645.0,-1543778985836.8887
720.0,660.0,-1533945684225.9805
720.0,675.0,-1524013537946.2434
720.0,690.0,-1513987735219.376
720.0,705.0,-1503873381581.1553
720.0,720.0,-1493675498477.0894
720.0,735.0,-1483399022017.703
720.0,750.0,-1473048801897.0515
720.0,765.0,-1462629600459.643
720.0,780.0,-1452146091911.4639
720.0,795.0,-1441602861666.784
720.0,810.0,-1431004405821.3687
720.0,825.0,-1420355130749.2766
720.0,840.0,-1409659352815.3347
720.0,855.0,-1398921298194.0479
720.0,870.0,-1388145102795.5364
720.0,885.0,-1377334812284.705
720.0,900.0,-1366494382196.6665
720.0,915.0,-1355627678134.2502
720.0,930.0,-1344738476052.3447
720.0,945.0,-1333830462616.5154
720.0,960.0,-1322907235631.4382
720.0,975.0,-1311972304544.2842
720.0,990.0,-1301029091004.4912
735.0,0.0,-1965597199255.4697
735.0,15.0,-1965426305757.1514
735.0,30.0,-1964914212493.499
735.0,45.0,-1964062422181.3513
735.0,60.0,-1962873112520.4927
735.0,75.0,-1961349016345.5327
735.0,90.0,-1959493339982.9045
735.0,105.0,-1957309700975.3
735.0,120.0,-1954802077757.108
735.0,135.0,-1951974767504.5847
735.0,150.0,-1948832349957.2395
735.0,165.0,-1945379655802.8896
735.0,180.0,-1941621738685.528
735.0,195.0,-1937563850153.5972
735.0,210.0,-1933211417058.1284
735.0,225.0,-1928570021024.397
735.0,240.0,-1923645379702.4175
735.0,255.0,-1918443329570.7095
735.0,270.0,-1912969810098.5696
735.0,285.0,-1907230849120.5447
735.0,300.0,-1901232549294.4077
735.0,315.0,-1894981075534.5642
735.0,330.0,-1888482643330.1548
735.0,345.0,-1881743507871.6035
735.0,360.0,-1874769953917.774
735.0,375.0,-1867568286344.7341
735.0,390.0,-1860144821324.182
735.0,405.0,-1852505878086.7073
735.0,420.0,-1844657771228.7324
735.0,435.0,-1836606803528.074
735.0,450.0,-1828359259232.5378
735.0,465.0,-1819921397795.047
735.0,480.0,-1811299448024.9807
735.0,495.0,-1802499602637.4712
735.0,510.0,-1793528013167.7017
735.0,525.0,-1784390785240.0037
735.0,540.0,-1775093974165.8271
735.0,555.0,-1765643580855.432
735.0,570.0,-1756045548026.9858
735.0,585.0,-1746305756694.1467
735.0,600.0,-1736430022923.526
735.0,615.0,-1726424094843.422
735.0,630.0,-1716293649892.7083
735.0,645.0,-1706044292298.675
735.0,660.0,-1695681550772.826
735.0,675.0,-1685210876409.798
735.0,690.0,-1674637640784.007
735.0,705.0,-1663967134235.6035
735.0,720.0,-1653204564327.3672
735.0,735.0,-1642355054475.074
735.0,750.0,-1631423642735.6985
735.0,765.0,-1620415280748.633
735.0,780.0,-1609334832821.041
735.0,795.0,-1598187075148.6902
735.0,810.0,-1586976695171.9143
735.0,825.0,-1575708291050.015
735.0,840.0,-1564386371255.275
735.0,855.0,-1553015354279.7097
735.0,870.0,-1541599568443.1917
735.0,885.0,-1530143251806.3347
735.0,900.0,-1518650552172.9575
735.0,915.0,-1507125527185.6145
735.0,930.0,-1495572144502.8818
735.0,945.0,-1483994282058.182
735.0,960.0,-1472395728390.9832
735.0,975.0,-1460780183051.6455
735.0,990.0,-1449151257071.1753
750.0,0.0,-2151202785087.7063
750.0,15.0,-2151024842943.9458
750.0,30.0,-2150491606542.251
750.0,45.0,-2149604586989.0205
750.0,60.0,-2148365975957.1306
750.0,75.0,-2146778525825.9944
750.0,90.0,-2144845468017.142
750.0,105.0,-2142570450694.117
750.0,120.0,-2139957488409.8013
750.0,135.0,-2137010919921.0645
750.0,150.0,-2133735371967.1433
750.0,165.0,-2130135727612.985
750.0,180.0,-2126217098202.496
750.0,195.0,-2121984798255.236
750.0,210.0,-2117444322800.0002
750.0,225.0,-2112601326784.9812
750.0,240.0,-2107461606256.6074
750.0,255.0,-2102031081088.1602
750.0,270.0,-2096315779064.3264
750.0,285.0,-2090321821174.6853
750.0,300.0,-2084055407982.3958
750.0,315.0,-2077522806966.7703
750.0,330.0,-2070730340748.7007
750.0,345.0,-2063684376118.1826
750.0,360.0,-2056391313800.084
750.0,375.0,-2048857578898.5225
750.0,390.0,-2041089611968.0317
750.0,405.0,-2033093860666.0532
750.0,420.0,-2024876771948.0137
750.0,435.0,-2016444784765.2415
750.0,450.0,-2007804323237.5588
750.0,465.0,-1998961790269.3325
750.0,480.0,-1989923561577.4856
750.0,495.0,-1980695980117.9524
750.0,510.0,-1971285350876.3403
750.0,525.0,-1961697936010.5308
750.0,540.0,-1951939950320.788
750.0,555.0,-1942017557033.1743
750.0,570.0,-1931936863882.188
750.0,585.0,-1921703919466.185
750.0,600.0,-1911324709877.2178
750.0,615.0,-1900805155577.7761
750.0,630.0,-1890151108522.5264
750.0,645.0,-1879368349504.55
750.0,660.0,-1868462585721.343
750.0,675.0,-1857439448545.193
750.0,690.0,-1846304491492.9631
750.0,705.0,-1835063188381.2683
750.0,720.0,-1823720931659.7773
750.0,735.0,-1812283030913.93
750.0,750.0,-1800754711529.1658
750.0,765.0,-1789141113508.7983
750.0,780.0,-1777447290436.8523
750.0,795.0,-1765678208581.7563
750.0,810.0,-1753838746128.8206
750.0,825.0,-1741933692541.009
750.0,840.0,-1729967748037.9917
750.0,855.0,-1717945523186.9563
750.0,870.0,-1705871538602.5989
750.0,885.0,-1693750224749.8923
750.0,900.0,-1681585921837.5774
750.0,915.0,-1669382879815.5356
750.0,930.0,-1657145258441.1719
750.0,945.0,-1644877127442.7874
750.0,960.0,-1632582466753.4011
750.0,975.0,-1620265166819.1338
750.0,990.0,-1608574943977.867
765.0,0.0,-2348617295335.61
765.0,15.0,-2348432162140.692
765.0,30.0,-2347877355326.8013
765.0,45.0,-2346954394224.525
765.0,60.0,-2345665484204.5635
765.0,75.0,-2344013396804.341
765.0,90.0,-2342001388046.493
765.0,105.0,-2339633136116.738
765.0,120.0,-2336912690980.8955
765.0,135.0,-2333844432165.7593
765.0,150.0,-2330433032503.007
765.0,165.0,-2326683426426.5347
765.0,180.0,-2322600781878.7715
765.0,195.0,-2318190475153.8823
765.0,210.0,-2313458068177.3174
765.0,225.0,-2308409287850.6963
765.0,240.0,-2303050007167.638
765.0,255.0,-2297386227870.6304
765.0,270.0,-2291424064462.8315
765.0,285.0,-2285169729419.9175
765.0,300.0,-2278629519481.098
765.0,315.0,-2271809802903.4033
765.0,330.0,-2264717007596.7104
765.0,345.0,-2257357610061.587
765.0,360.0,-2249738125056.674
765.0,375.0,-2241865095944.0117
765.0,390.0,-2233745085659.9004
765.0,405.0,-2225384668261.1416
765.0,420.0,-2216790421012.526
765.0,435.0,-2207968916977.217
765.0,450.0,-2198926718075.147
765.0,465.0,-2189670368585.4824
765.0,480.0,-2180206389061.3306
765.0,495.0,-2170541270635.185
765.0,510.0,-2160681469692.583
765.0,525.0,-2150633402894.1348
765.0,540.0,-2140403442523.623
765.0,555.0,-2129997912150.9238
765.0,570.0,-2119423082588.0488
765.0,585.0,-2108685168123.7217
765.0,600.0,-2097790323026.9233
765.0,615.0,-2086744638300.5835
765.0,630.0,-2075554138677.059
765.0,645.0,-2064224779840.0186
765.0,660.0,-2052762445865.1748
765.0,675.0,-2041172946869.231
765.0,690.0,-2030206721187.809
765.0,705.0,-2018380745585.4902
765.0,720.0,-2006444582419.8823
765.0,735.0,-1994403725930.459
765.0,750.0,-1982263587397.2246
765.0,765.0,-1970029493837.791
765.0,780.0,-1956957439356.5645
765.0,795.0,-1944550280534.685
765.0,810.0,-1932064621868.6045
765.0,825.0,-1919505443531.6768
765.0,840.0,-1906877637007.6548
765.0,855.0,-1894186004572.8032
765.0,870.0,-1881435258885.0571
765.0,885.0,-1868630022681.122
765.0,900.0,-1855774828566.037
765.0,915.0,-1842874118900.954
765.0,930.0,-1829932247582.7231
765.0,945.0,-1816953472876.0547
765.0,960.0,-1803941968405.06
765.0,975.0,-1790901816122.1006
765.0,990.0,-1777837008406.9312
780.0,0.0,-2559172016828.7485
780.0,15.0,-2558979556420.578
780.0,30.0,-2558402770652.99
780.0,45.0,-2557443186913.4673
780.0,60.0,-2556103023991.515
780.0,75.0,-2554385072195.3267
780.0,90.0,-2552292611650.6655
780.0,105.0,-2549829349959.0635
780.0,120.0,-2546999371786.7495
780.0,135.0,-2543807096616.0728
780.0,150.0,-2540257242450.315
780.0,165.0,-2536354794073.778
780.0,180.0,-2532104974910.615
780.0,195.0,-2527513221819.4224
780.0,210.0,-2522585162319.4985
780.0,225.0,-2517326593876.0225
780.0,240.0,-2511743464954.141
780.0,255.0,-2505841857610.0557
780.0,270.0,-2499627971431.957
780.0,285.0,-2493108108678.635
780.0,300.0,-2485438212753.108
780.0,315.0,-2478325397786.449
780.0,330.0,-2470925984562.0103
780.0,345.0,-2463246557456.2446
780.0,360.0,-2455293743384.4097
780.0,375.0,-2447074202053.512
780.0,390.0,-2438594616831.3413
780.0,405.0,-2429861686199.0776
780.0,420.0,-2420882115732.9736
780.0,435.0,-2411662610591.8613
780.0,450.0,-2402209868468.9346
780.0,465.0,-2392530572985.5625
780.0,480.0,-2382631387495.5815
780.0,495.0,-2372518949278.6245
780.0,510.0,-2362199864101.437
780.0,525.0,-2351680701122.1895
780.0,540.0,-2340967988126.609
780.0,555.0,-2330068207070.1655
780.0,570.0,-2318987789917.544
780.0,585.0,-2307733114758.4287
780.0,600.0,-2296310502192.7173
780.0,615.0,-2284726211962.297
780.0,630.0,-2272986442365.3013
780.0,645.0,-2261097317196.9814
780.0,660.0,-2249064898331.623
780.0,675.0,-2236895173062.271
780.0,690.0,-2224594054376.4004
780.0,705.0,-2212167378869.5923
780.0,720.0,-2199620904836.012
780.0,735.0,-2186960310534.8506
780.0,750.0,-2174191192612.88
780.0,765.0,-2161319064690.3481
780.0,780.0,-2148349356088.4314
780.0,795.0,-2135287410702.0361
780.0,810.0,-2122138486005.5425
780.0,825.0,-2108907752187.105
780.0,840.0,-2095600291405.483
780.0,855.0,-2082221097162.0796
780.0,870.0,-2068775073786.1355
780.0,885.0,-2055267036026.9463
